clue	inflected stimulus	stimulus
Mi hermana esta en ? de al lado descansando.	el dormitorio	el dormitorio
Suele haber varios en una casa, lugar de descanso, es ? .	el dormitorio	el dormitorio
Soy? el amo de todas las habitaciones	se llega a mí? cuando quieres dormir	el dormitorio
En ? de mis hermanos siempre había ropa en el piso.	el dormitorio	el dormitorio
Ya es hora de ? su concentrado.	darle de  comer al perro	darle de comer al perro
Si quieres ? y yo le sirvo el agua.	darle de comer al perro	darle de comer al perro
El gato ya comió, ahora te toca ?	darle de comer al perro	darle de comer al perro
al ? me gusta también darle un hueso	darle de comer al perro	darle de comer al perro
todoso los dias tengo que ? porque quiero a mi mascota	darle de comer al perro	darle de comer al perro
Esta ladrando y rebuscando en la cocina, seguramente tengas que ? .	darle de comer al perro	darle de comer al perro
?Lo haces cuando escuchas el sonido Baw Baw	su mascota va a sacudir su cola cuando haces eso ?	darle de comer al perro
? Dar alimento al mamífero de la familia de los cánidos que es mi mascota	darle de comer al perro	darle de comer al perro
He comprando pienso para ?	darle de comer al perro	darle de comer al perro
Siempre tengo que  ? a la misma hora, porque si no empieza a ladrar.	darle de comer al perro	darle de comer al perro
Por lo general, se duerme en el ?.	la recámara	la recámara
Voy a descansar en ? porque me duele la cabeza.	la recámara	la recámara
Usa ? como a ti te plazca.	la recámara	la recámara
El esposo cargó entre sus brazos a la novia hasta ?	la recámara	la recámara
la enfermera descansa en ? del personal en el hospital	la recámara	la recámara
? es el lugar donde se coloca el cartucho en las armas de fuego.	La recámara	la recámara
? Dormitorio	la recámara	la recámara
Todavía queda una bala en ? de la escopeta	la recámara	la recámara
? al final del pasillo era la mía.	la recámara	la recámara
Ya es hora de ? por que tiene hambre.	darle de  comer al gato	darle de comer al gato
Ya tienes que ? porque se ve muy flaco.	darle de comer al gato	darle de comer al gato
El perro ya comió bastante, ahora ha llegado la hora de ?	darle de comer al gato	darle de comer al gato
para que te podrían servir unos ratones en tu casa?	darle de comer al gato	darle de comer al gato
? cuando el gato tiene hambre se	da de comer al gato	darle de comer al gato
compramos carne para ?  ya que los felinos solo quieren eso.	darle de comer al gato	darle de comer al gato
no se te olvide ? porque le da mucha hambre y si no come abre las bolsas de basura.	darle de comer al gato	darle de comer al gato
? alimentar a aquel que se dice tiene siete vidas.	darle de comer al gato	darle de comer al gato
Por favor ?. Aquí tienes croquetas y atún que es su favorito.	Dale de comer al gato	darle de comer al gato
Antes de salir debí ?, lo olvide, está inconsolable, y solo maúlla de lo hambriento que esta.	darle de comer al gato	darle de comer al gato
Sólo tiene ? pero de seguro si caben en esta casa.	un cuarto	el cuarto
Yo casi clasifiqué eran tres premios y yo quedé en el ?	el cuarto	el cuarto
A ? lugar le fue entregado un premio de consolación.	el cuarto	el cuarto
en el gobierno hay tres poder y se dice que la prensa es ? poder	el cuarto	el cuarto
en ? de tu mama estan las medicinas, ve por ellas porfavor, estan al lado de su cama.	el cuarto	el cuarto
Algunas casas pueden tener ? extra para los huéspedes.	un cuarto	el cuarto
? de Felipe esta muy regado.	El cuarto	el cuarto
Los Estados Unidos celebra el Día de la Independencia de julio ?.	el cuarto	el cuarto
Hay que ? para cuidar al medio ambiente y reducir la basura.	hacer el reciclaje	hacer el reciclaje
Lo mejor es ? con toda esa basura.	hacer el reciclaje	hacer el reciclaje
? ayuda a crear un mejor medio ambiente.	hacer el reciclaje	hacer el reciclaje
? cuando se toma un envase se debe	reciclar	hacer el reciclaje
se debe ? por separado para plastic y para papel	hacer el reciclaje	hacer el reciclaje
Separas la basura, y la razón es porque ? .	haces el reciclaje	hacer el reciclaje
? ayuda al medio ambiemte.	hacer el reciclaje	hacer el reciclaje
Para ayudar al medio ambiente hay que ? de papel, vidrio y cartón.	Hacer el reciclaje	hacer el reciclaje
Nuestra padres nos enseñaron a ?  porque pensaban que era importante clasificar los productos ya utilizados para descartarlos.	hacer el reciclaje	hacer el reciclaje
Ella entró en ? para cambiarse y descansar.	la habitación	la habitación
Escucharé mi música desde ?, así me podré acostar.	la habitación	la habitación
la parte de la casa donde duermes?	la habitación	la habitación
el hospital tien ? cómoda y acequible	una habitación	la habitación
? es el lugar de una casa separada por paredes y puertas.	La habitación	la habitación
no hay casa sin? y tienen diferentes nombres	Usted cama está dentro de mí, y me llama con un nombre aquí (que es uno de mis nombres diferentes) ?	la habitación
? cuando me voy de paseo reservo una ... en un hotel	habitación	la habitación
Pinté ? de color azúl	la habitación	la habitación
Para subir al segundo piso debes usar ?	las escaleras	las escaleras
Desde que me lastimé la pierna me cuesta subir y bajar ?.	las escaleras	las escaleras
? se usan para subir, y para bajar	las escaleras	las escaleras
para subir a la punta de la torre se deben usar ?	las escaleras	las escaleras
Tome ? para llegar al tercero piso.	las escaleras	las escaleras
?que le llevará hasta el segundo piso	las escaleras	las escaleras
Hay no funciona el elevador, debo subir por ?	las escaleras	las escaleras
Para subir un piso uso ?	las escaleras	las escaleras
Debes ? del jardín.	regar las plantas	regar las plantas
Tengo que ? en el jardín por que ellos necesitan agua.	regar las plantas	regar las plantas
que se tiene que hacer en el jardín con la manguera?	regar las plantas	regar las plantas
Para que se siempre se vean verdes hay que ?	regar las plantas	regar las plantas
Es indispensable ? para que se mantengan vivas y adornen el jardín.	regar las plantas	regar las plantas
Tengo que ? por que el jardín necesita agua para sobrevivir.	regar las plantas	regar las plantas
Se usa agua y una manguera para ? del jardín.	regar las plantas	regar las plantas
Mantener el crecimiento de una planta	? ayuda a hacer crecer una planta	regar las plantas
Al jardinero le toca ? todos los días.	regar las plantas	regar las plantas
En ? está parqueado mi carro.	el garaje	el garaje
? es para estacionar el auto	el garaje	el garaje
Voy ? a sacar el coche.	al garaje	el garaje
Estacioné mi automóvil en ? de la casa del frente.	el garaje	el garaje
El carro se guarda en ?	el garaje	el garaje
está anexo a la casa y allí está el auto ?	el garaje	el garaje
en ? es donde estacionamos nuestros carros	el garaje	el garaje
El coche cuando lo tienes a resguardo, muchas veces esta en ? .	el garaje	el garaje
? la habitación de mi carrito	el garaje	el garaje
Daniel todas las tardes me invita a ? al parque.	sacar a pasear el perro	sacar a pasear al perro
Ya tengo la correa para ?.	sacar a pasear al perro	sacar a pasear al perro
Voy a ? para que despeje un poco la mente, porque siempre lo tengo amarrado en el patio.	sacar a pasear al perro	sacar a pasear al perro
todos los que tienen perro lo hacen, y no es darle de comer ni llevarlo a dormir, que es?	sacar a pasear al perro	sacar a pasear al perro
para que corra y haga sus necesidades, debemos ?	sacar a pasear al perro	sacar a pasear al perro
a mi me encanta ? porque asi puedo distraerme de mis problemas en compañia de mi perro.	sacar a pasear al perro	sacar a pasear al perro
Si tienes un animal que necesita correa y ladra, cada dia es bueno ? para que haga ejercicio .	sacar a pasear al perro	sacar a pasear al perro
? Llevar a tu mascota al parque.	sacar a pasear al perro	sacar a pasear al perro
Recuerda que después de recoger tu cuarto tienes que ?.	sacar a pasear al perro	sacar a pasear al perro
Aprovecha ? antes de que llueva para que no se moje. Está ladrando mucho.	sacar a pasear al perro	sacar a pasear al perro
Cortaré las flores en ?	el jardín	el jardín
En ? estoy creciendo tomates.	el jardín	el jardín
En ? , hay flores y vegetales.	el jardin	el jardín
? es donde están las rosas, los claveles y otras hermosas flores.	el jardín	el jardín
Michelle Obama planta en ?.	el jardín	el jardín
En ? se cultivan plantas.	el jardín	el jardín
Las flores en ? están preciosas.	El jardín	el jardín
Las flores que están en ? son rojas y amarillas.	El jardín	el jardín
Ya casi es el día de ?, que bueno porque ya no cabe en el contenedor.	sacar la basura	sacar la basura
Cada vez que pase el camión de basura, acuérdate siempre de ?	sacar la basura	sacar la basura
? evita que la casa tenga mal olor.	sacar la basura	sacar la basura
el carro basurero llega martes por la mañana, entonces el lunes en la noche debemos ?	sacar la basura	sacar la basura
hoy me toca ? antes de que el bote se llene.	sacar la basura	sacar la basura
Debes ? antes de que pase el camion recolector	sacar la basura	sacar la basura
Tienes que ? por que esta muy apestoso en el apartamento.	sacar la basura	sacar la basura
Para ? solo hace falta dos manos, bajar el ascensor y tirarla al contenedor.	sacar la basura	sacar la basura
lo que haces cuando te enteraste de escombros en el piso de la casa	Usted puede recoger a mano?	sacar la basura
Hay que ? frecuentemente para que no se llenen todos los contenedores.	sacar la basura	sacar la basura
Una casa nueva no es completa sin ? .	los muebles y decoraciones	los muebles y decoraciones
Llenaré la sala con todos ? que sean necesarios	los muebles y decoraciones	los muebles y decoraciones
El diseñador de interiores es el encargado de escoger ?	los muebles y decoraciones	los muebles y decoraciones
Los interioristas diseñan ?	Los interioristas diseñan los muebles y decoraciones.	los muebles y decoraciones
Es lo que hace que tu casa se vea bien?	Muebles y decoraciones	los muebles y decoraciones
a una casa vacía se le debe poner ? de acuerdo al estilo arquitectónico.	los muebles y decoraciones	los muebles y decoraciones
? detu hogar me gustan mucho, tienes muy buen gusto	los muebles y decoraciones	los muebles y decoraciones
? Todos los objetos usados en la casa para nuestra comodidad.	los ,muebles y decoraciones	los muebles y decoraciones
En la mudanza, ? del árbol de Navidad los llevamos en camión.	Los muebles y decoraciones	los muebles y decoraciones
? fueron idea de mi madre que estaba muy entusiasmada amoblando y decorando nuestra nueva casa.	los muebles y decoraciones	los muebles y decoraciones
Alonso llevara la ropa a ? después de clases.	La lavanderia	la lavandería
Llevara toda su ropa sucia a ? para no tener que lavar a mano.	la lavandería	la lavandería
? sirve para utilizar máquinas que limpian la ropa.	la lavandería	la lavandería
Cada semana voy a ? a hacer la colada.	Cada semana voy a la lavandería a hacer la colada.	la lavandería
el complejo de estudiantes tiene ? para que los alumnos puedan lavar su ropa	una lavandería	la lavandería
? es una buena opción para la gente que no tiene lavadora y secadora en casa.	la lavandería	la lavandería
Si no tienes lavadora, tendras que ir a una ? .	lavandería	la lavandería
Cuando no se puede quitar las fuertes manchas en tu ropa, tú vienes a mí	?Estoy lleno de lavadora	la lavandería
? lugar a donde llevamos la ropa a lavar.	la lavandería	la lavandería
? puede ser instalada de pared a pared en un cuarto	la alformbra	la alfombra
Quítate los zapatos antes de pisar ?.	la alfombra	la alfombra
Límpiate los pies en ? antes de entrar a la casa.	la alfombra	la alfombra
Debes quitar tu calzado antes de pisar ?	la alfombra	la alfombra
si no hay azulejo o madera en el suelo, entonces muy probablemente el piso esté cubierto por...?	la alfombra	la alfombra
?lo que se pone arriba del suelo	la alfombra	la alfombra
Los artistas camina por ? roja.	la alfombra	la alfombra
? se usa para no ensuciar el suelo de la casa.	La alfombra	la alfombra
? tela con la que está cubierto el piso	la alfombra	la alfombra
Aladino volaba con ?	la alfombra	la alfombra
? Sube llena,baja vacía,y si no se da prisa,la sopa se enfría.	Cuchara	la oficina
Los archivos estan en ?	la oficina	la oficina
El gerente de la empresa se encuentra en ? trabajando.	la oficina	la oficina
Yo voy a trabajar en ?	la oficina	la oficina
donde es donde la mayoría de la gente trabaja?	la oficina	la oficina
? es el lugar donde nos encerramos de nueve a cinco	la oficina	la oficina
deje mi telefono celular en ? voy a tener que volver.	la oficina	la oficina
Llevo trabajando en ? 12 horas corridas.	La oficina	la oficina
Iba de camino a ? y paré por un café, espero que mi cliente no haya llegado aún.	La oficina	la oficina
? del presidente es la más grande y se encuentra en el último piso.	la oficina	la oficina
Voy a tener que pasar el día en ? porque me siento enfermo.	la cama	la cama
Ella se la pasa acostada en ? mirando televisión.	la cama	la cama
Si estas cansado, acuestate en ?.	la cama	la cama
El esposo y la espoa duermen juntos en ?.	la cama	la cama
? del hospital es angosta para que la enfermera pueda atender sin problema al paciente	la cama	la cama
Se duerme en ?	la cama	la cama
Siempre durmo en ?	la cama	la cama
En ?, la mujer duerme ocho horas cada noche.	la cama	la cama
Cuando se usa ?, generalmente quieres descansar.	la cama	la cama
Se dio de golpes contra ?.	la pared	la pared
Empuja el armario lo más pegado a ?	la pared	la pared
a algunos les gusta sin nada, a otros les gusta colgarle cosas, que es?	la pared	la pared
? es también un muro	la pared	la pared
? tiene muchos agujeros, ya es muy vieja.	la pared	la pared
? quedó cubierta de graffiti.	la pared	la pared
En ? de la casa cuelgas cuadros.	la pared	la pared
? necesita pintura nueva verde	la pared	la pared
